id,condtn,int_corr,samerace,match,race_m,race_w,field_cd_m,field_cd_w,undergra_m,undergra_w,imprace_m,imprace_w,imprelig_m,imprelig_w,zipcode_m,zipcode_w,goal_m,goal_w,date_m,date_w,go_out_m,go_out_w,career_c_m,career_c_w,from_c_m,from_c_w,sports_m,sports_w,tvsports_m,tvsports_w,exercise_m,exercise_w,dining_m,dining_w,museums_m,museums_w,art_m,art_w,hiking_m,hiking_w,gaming_m,gaming_w,clubbing_m,clubbing_w,reading_m,reading_w,tv_m,tv_w,theater_m,theater_w,movies_m,movies_w,concerts_m,concerts_w,music_m,music_w,shopping_m,shopping_w,yoga_m,yoga_w,exphappy_m,exphappy_w,attr1_1_m,attr1_1_w,sinc1_1_m,sinc1_1_w,intel1_1_m,intel1_1_w,fun1_1_m,fun1_1_w,amb1_1_m,amb1_1_w,shar1_1_m,shar1_1_w,attr2_1_m,attr2_1_w,sinc2_1_m,sinc2_1_w,intel2_1_m,intel2_1_w,fun2_1_m,fun2_1_w,amb2_1_m,amb2_1_w,shar2_1_m,shar2_1_w,attr3_1_m,attr3_1_w,sinc3_1_m,sinc3_1_w,fun3_1_m,fun3_1_w,intel3_1_m,intel3_1_w,amb3_1_m,amb3_1_w,dec_m,dec_w,attr_m,attr_w,sinc_m,sinc_w,intel_m,intel_w,fun_m,fun_w,amb_m,amb_w,shar_m,shar_w,like_m,like_w,prob_m,prob_w,met_m,met_w
"(244, 240)",1,-0.31,0,0,2.0,4.0,8.0,8.0,1,1.0,8.0,1.0,9.0,1.0,,10598.0,2.0,1.0,5.0,6.0,3.0,3.0,7.0,6.0,191.0,143.0,5.0,10.0,2.0,10.0,10.0,9.0,8.0,10.0,6.0,10.0,4.0,8.0,9.0,9.0,1.0,14.0,3.0,9.0,13.0,10.0,9.0,10.0,8.0,10.0,9.0,10.0,3.0,10.0,4.0,10.0,3.0,10.0,1.0,3.0,5.0,2.0,20.0,10.0,20.0,30.0,20.0,30.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,40.0,20.0,5.0,10.0,10.0,20.0,25.0,20.0,10.0,10.0,10.0,7.0,3.0,10.0,8.0,7.0,5.0,10.0,3.0,10.0,6.0,0,1,8.0,7.0,6.0,7.0,8.0,6.0,10.0,6.0,9.0,5.0,2.0,5.0,3.0,6.0,3.0,6.0,0.0,2.0
"(245, 240)",1,0.18,0,0,2.0,4.0,7.0,8.0,1,1.0,1.0,1.0,6.0,1.0,2173.0,10598.0,4.0,1.0,5.0,6.0,2.0,3.0,1.0,6.0,104.0,143.0,3.0,10.0,1.0,10.0,2.0,9.0,6.0,10.0,7.0,10.0,8.0,8.0,4.0,9.0,8.0,14.0,6.0,9.0,9.0,10.0,2.0,10.0,7.0,10.0,8.0,10.0,6.0,10.0,6.0,10.0,1.0,10.0,6.0,3.0,2.0,2.0,18.0,10.0,10.0,30.0,30.0,30.0,10.0,10.0,10.0,10.0,22.0,10.0,25.0,40.0,11.0,5.0,11.0,10.0,18.0,25.0,20.0,10.0,15.0,10.0,5.0,3.0,7.0,8.0,6.0,5.0,8.0,3.0,7.0,6.0,1,0,8.0,5.0,7.0,7.0,8.0,6.0,7.0,5.0,7.0,6.0,4.0,3.0,8.0,6.0,3.0,4.0,0.0,2.0
"(246, 240)",1,-0.25,0,0,2.0,4.0,10.0,8.0,1,1.0,7.0,1.0,1.0,1.0,11234.0,10598.0,1.0,1.0,7.0,6.0,6.0,3.0,2.0,6.0,244.0,143.0,6.0,10.0,5.0,10.0,5.0,9.0,7.0,10.0,5.0,10.0,5.0,8.0,3.0,9.0,2.0,14.0,6.0,9.0,8.0,10.0,8.0,10.0,9.0,10.0,9.0,10.0,8.0,10.0,9.0,10.0,5.0,10.0,2.0,3.0,3.0,2.0,35.0,10.0,20.0,30.0,10.0,30.0,20.0,10.0,10.0,10.0,5.0,10.0,40.0,40.0,5.0,5.0,5.0,10.0,30.0,25.0,15.0,10.0,5.0,10.0,7.0,3.0,8.0,8.0,6.0,5.0,7.0,3.0,6.0,6.0,1,0,5.0,4.0,7.0,4.0,7.0,4.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,5.0,6.0,2.0,,2.0
"(247, 240)",1,-0.06,1,0,4.0,4.0,10.0,8.0,1,1.0,1.0,1.0,1.0,1.0,200065.0,10598.0,1.0,1.0,6.0,6.0,4.0,3.0,2.0,6.0,192.0,143.0,5.0,10.0,4.0,10.0,7.0,9.0,1.0,10.0,3.0,10.0,2.0,8.0,9.0,9.0,4.0,14.0,2.0,9.0,5.0,10.0,3.0,10.0,3.0,10.0,3.0,10.0,3.0,10.0,3.0,10.0,2.0,10.0,6.0,3.0,6.0,2.0,20.0,10.0,30.0,30.0,10.0,30.0,15.0,10.0,0.0,10.0,25.0,10.0,30.0,40.0,12.0,5.0,20.0,10.0,23.0,25.0,5.0,10.0,10.0,10.0,5.0,3.0,10.0,8.0,2.0,5.0,8.0,3.0,4.0,6.0,1,0,6.0,4.0,6.0,5.0,4.0,5.0,8.0,4.0,3.0,7.0,4.0,3.0,7.0,4.0,7.0,2.0,0.0,2.0
"(248, 240)",1,0.09,0,0,6.0,4.0,8.0,8.0,1,1.0,1.0,1.0,1.0,1.0,92037.0,10598.0,1.0,1.0,4.0,6.0,1.0,3.0,7.0,6.0,184.0,143.0,7.0,10.0,1.0,10.0,8.0,9.0,7.0,10.0,5.0,10.0,1.0,8.0,8.0,9.0,6.0,14.0,8.0,9.0,6.0,10.0,3.0,10.0,7.0,10.0,7.0,10.0,4.0,10.0,7.0,10.0,6.0,10.0,1.0,3.0,6.0,2.0,25.0,10.0,15.0,30.0,20.0,30.0,20.0,10.0,15.0,10.0,5.0,10.0,20.0,40.0,15.0,5.0,15.0,10.0,25.0,25.0,20.0,10.0,5.0,10.0,5.0,3.0,6.0,8.0,8.0,5.0,8.0,3.0,8.0,6.0,1,0,6.0,5.0,7.0,4.0,7.0,5.0,8.0,7.0,7.0,6.0,5.0,5.0,7.0,6.0,6.0,4.0,0.0,2.0
"(249, 240)",1,-0.18,0,0,6.0,4.0,8.0,8.0,1,1.0,2.0,1.0,7.0,1.0,,10598.0,2.0,1.0,3.0,6.0,1.0,3.0,7.0,6.0,50.0,143.0,7.0,10.0,9.0,10.0,1.0,9.0,10.0,10.0,8.0,10.0,6.0,8.0,1.0,9.0,1.0,14.0,6.0,9.0,10.0,10.0,7.0,10.0,3.0,10.0,8.0,10.0,8.0,10.0,5.0,10.0,4.0,10.0,1.0,3.0,5.0,2.0,22.0,10.0,22.0,30.0,15.0,30.0,15.0,10.0,5.0,10.0,21.0,10.0,15.0,40.0,15.0,5.0,25.0,10.0,10.0,25.0,25.0,10.0,10.0,10.0,7.0,3.0,9.0,8.0,7.0,5.0,10.0,3.0,7.0,6.0,1,0,8.0,5.0,9.0,5.0,8.0,6.0,10.0,5.0,9.0,7.0,10.0,6.0,9.0,6.0,6.0,3.0,0.0,2.0
"(250, 240)",1,-0.38,0,1,6.0,4.0,6.0,8.0,1,1.0,1.0,1.0,1.0,1.0,,10598.0,4.0,1.0,2.0,6.0,1.0,3.0,2.0,6.0,214.0,143.0,7.0,10.0,2.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,9.0,1.0,14.0,2.0,9.0,10.0,10.0,1.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,3.0,7.0,2.0,20.0,10.0,20.0,30.0,20.0,30.0,20.0,10.0,10.0,10.0,10.0,10.0,20.0,40.0,20.0,5.0,20.0,10.0,20.0,25.0,10.0,10.0,10.0,10.0,10.0,3.0,9.0,8.0,9.0,5.0,10.0,3.0,10.0,6.0,1,1,6.0,7.0,7.0,5.0,7.0,5.0,8.0,6.0,9.0,5.0,7.0,7.0,7.0,6.0,10.0,5.0,0.0,2.0
"(251, 240)",1,0.28,0,0,6.0,4.0,7.0,8.0,1,1.0,2.0,1.0,2.0,1.0,,10598.0,6.0,1.0,4.0,6.0,1.0,3.0,10.0,6.0,95.0,143.0,7.0,10.0,6.0,10.0,1.0,9.0,6.0,10.0,8.0,10.0,8.0,8.0,5.0,9.0,8.0,14.0,4.0,9.0,9.0,10.0,7.0,10.0,6.0,10.0,9.0,10.0,6.0,10.0,8.0,10.0,2.0,10.0,3.0,3.0,5.0,2.0,19.0,10.0,19.0,30.0,19.0,30.0,19.0,10.0,19.0,10.0,5.0,10.0,13.0,40.0,20.0,5.0,30.0,10.0,15.0,25.0,15.0,10.0,7.0,10.0,8.0,3.0,10.0,8.0,9.0,5.0,10.0,3.0,9.0,6.0,0,0,7.0,5.0,8.0,5.0,7.0,5.0,5.0,4.0,8.0,4.0,,3.0,5.0,5.0,6.0,2.0,0.0,2.0
"(243, 241)",1,0.51,0,1,2.0,4.0,16.0,8.0,1,1.0,2.0,1.0,3.0,1.0,,10454.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,7.0,170.0,143.0,7.0,8.0,2.0,1.0,7.0,5.0,9.0,7.0,5.0,7.0,8.0,7.0,5.0,4.0,7.0,1.0,3.0,3.0,9.0,4.0,5.0,1.0,5.0,3.0,9.0,4.0,8.0,6.0,8.0,7.0,6.0,6.0,2.0,3.0,6.0,2.0,20.0,90.0,20.0,2.0,20.0,2.0,25.0,2.0,5.0,2.0,10.0,2.0,20.0,90.0,25.0,5.0,15.0,2.0,20.0,3.0,10.0,0.0,10.0,5.0,7.0,8.0,9.0,10.0,8.0,8.0,9.0,8.0,5.0,8.0,1,1,7.0,5.0,7.0,6.0,6.0,8.0,8.0,7.0,,6.0,,6.0,7.0,7.0,7.0,7.0,0.0,2.0
"(244, 241)",1,0.0,0,0,2.0,4.0,8.0,8.0,1,1.0,8.0,1.0,9.0,1.0,,10454.0,2.0,2.0,5.0,4.0,3.0,2.0,7.0,7.0,191.0,143.0,5.0,8.0,2.0,1.0,10.0,5.0,8.0,7.0,6.0,7.0,4.0,7.0,9.0,4.0,1.0,1.0,3.0,3.0,13.0,4.0,9.0,1.0,8.0,3.0,9.0,4.0,3.0,6.0,4.0,7.0,3.0,6.0,1.0,3.0,5.0,2.0,20.0,90.0,20.0,2.0,20.0,2.0,10.0,2.0,10.0,2.0,20.0,2.0,20.0,90.0,20.0,5.0,10.0,2.0,20.0,3.0,20.0,0.0,10.0,5.0,7.0,8.0,10.0,10.0,7.0,8.0,10.0,8.0,10.0,8.0,1,0,8.0,5.0,9.0,7.0,9.0,8.0,9.0,6.0,9.0,7.0,7.0,5.0,7.0,6.0,5.0,6.0,0.0,2.0
"(245, 241)",1,0.11,0,0,2.0,4.0,7.0,8.0,1,1.0,1.0,1.0,6.0,1.0,2173.0,10454.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,7.0,104.0,143.0,3.0,8.0,1.0,1.0,2.0,5.0,6.0,7.0,7.0,7.0,8.0,7.0,4.0,4.0,8.0,1.0,6.0,3.0,9.0,4.0,2.0,1.0,7.0,3.0,8.0,4.0,6.0,6.0,6.0,7.0,1.0,6.0,6.0,3.0,2.0,2.0,18.0,90.0,10.0,2.0,30.0,2.0,10.0,2.0,10.0,2.0,22.0,2.0,25.0,90.0,11.0,5.0,11.0,2.0,18.0,3.0,20.0,0.0,15.0,5.0,5.0,8.0,7.0,10.0,6.0,8.0,8.0,8.0,7.0,8.0,1,0,9.0,4.0,8.0,7.0,7.0,10.0,7.0,7.0,6.0,8.0,4.0,5.0,8.0,6.0,4.0,4.0,0.0,2.0
"(246, 241)",1,0.14,0,0,2.0,4.0,10.0,8.0,1,1.0,7.0,1.0,1.0,1.0,11234.0,10454.0,1.0,2.0,7.0,4.0,6.0,2.0,2.0,7.0,244.0,143.0,6.0,8.0,5.0,1.0,5.0,5.0,7.0,7.0,5.0,7.0,5.0,7.0,3.0,4.0,2.0,1.0,6.0,3.0,8.0,4.0,8.0,1.0,9.0,3.0,9.0,4.0,8.0,6.0,9.0,7.0,5.0,6.0,2.0,3.0,3.0,2.0,35.0,90.0,20.0,2.0,10.0,2.0,20.0,2.0,10.0,2.0,5.0,2.0,40.0,90.0,5.0,5.0,5.0,2.0,30.0,3.0,15.0,0.0,5.0,5.0,7.0,8.0,8.0,10.0,6.0,8.0,7.0,8.0,6.0,8.0,1,0,8.0,4.0,5.0,9.0,6.0,8.0,7.0,6.0,,6.0,5.0,4.0,5.0,6.0,5.0,5.0,0.0,2.0
"(247, 241)",1,-0.15,1,0,4.0,4.0,10.0,8.0,1,1.0,1.0,1.0,1.0,1.0,200065.0,10454.0,1.0,2.0,6.0,4.0,4.0,2.0,2.0,7.0,192.0,143.0,5.0,8.0,4.0,1.0,7.0,5.0,1.0,7.0,3.0,7.0,2.0,7.0,9.0,4.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,7.0,2.0,6.0,6.0,3.0,6.0,2.0,20.0,90.0,30.0,2.0,10.0,2.0,15.0,2.0,0.0,2.0,25.0,2.0,30.0,90.0,12.0,5.0,20.0,2.0,23.0,3.0,5.0,0.0,10.0,5.0,5.0,8.0,10.0,10.0,2.0,8.0,8.0,8.0,4.0,8.0,1,0,5.0,5.0,6.0,10.0,5.0,10.0,5.0,9.0,4.0,6.0,3.0,7.0,5.0,8.0,6.0,6.0,0.0,2.0
"(248, 241)",1,0.17,0,1,6.0,4.0,8.0,8.0,1,1.0,1.0,1.0,1.0,1.0,92037.0,10454.0,1.0,2.0,4.0,4.0,1.0,2.0,7.0,7.0,184.0,143.0,7.0,8.0,1.0,1.0,8.0,5.0,7.0,7.0,5.0,7.0,1.0,7.0,8.0,4.0,6.0,1.0,8.0,3.0,6.0,4.0,3.0,1.0,7.0,3.0,7.0,4.0,4.0,6.0,7.0,7.0,6.0,6.0,1.0,3.0,6.0,2.0,25.0,90.0,15.0,2.0,20.0,2.0,20.0,2.0,15.0,2.0,5.0,2.0,20.0,90.0,15.0,5.0,15.0,2.0,25.0,3.0,20.0,0.0,5.0,5.0,5.0,8.0,6.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,1,1,6.0,10.0,7.0,6.0,7.0,8.0,8.0,9.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,0.0,2.0
"(249, 241)",1,0.19,0,0,6.0,4.0,8.0,8.0,1,1.0,2.0,1.0,7.0,1.0,,10454.0,2.0,2.0,3.0,4.0,1.0,2.0,7.0,7.0,50.0,143.0,7.0,8.0,9.0,1.0,1.0,5.0,10.0,7.0,8.0,7.0,6.0,7.0,1.0,4.0,1.0,1.0,6.0,3.0,10.0,4.0,7.0,1.0,3.0,3.0,8.0,4.0,8.0,6.0,5.0,7.0,4.0,6.0,1.0,3.0,5.0,2.0,22.0,90.0,22.0,2.0,15.0,2.0,15.0,2.0,5.0,2.0,21.0,2.0,15.0,90.0,15.0,5.0,25.0,2.0,10.0,3.0,25.0,0.0,10.0,5.0,7.0,8.0,9.0,10.0,7.0,8.0,10.0,8.0,7.0,8.0,1,0,2.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,9.0,10.0,9.0,5.0,8.0,6.0,7.0,6.0,0.0,2.0
"(250, 241)",1,0.76,0,1,6.0,4.0,6.0,8.0,1,1.0,1.0,1.0,1.0,1.0,,10454.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,7.0,214.0,143.0,7.0,8.0,2.0,1.0,8.0,5.0,10.0,7.0,10.0,7.0,10.0,7.0,6.0,4.0,1.0,1.0,2.0,3.0,10.0,4.0,1.0,1.0,9.0,3.0,9.0,4.0,10.0,6.0,10.0,7.0,6.0,6.0,5.0,3.0,7.0,2.0,20.0,90.0,20.0,2.0,20.0,2.0,20.0,2.0,10.0,2.0,10.0,2.0,20.0,90.0,20.0,5.0,20.0,2.0,20.0,3.0,10.0,0.0,10.0,5.0,10.0,8.0,9.0,10.0,9.0,8.0,10.0,8.0,10.0,8.0,1,1,8.0,8.0,10.0,6.0,8.0,10.0,8.0,9.0,8.0,10.0,8.0,9.0,8.0,8.0,9.0,7.0,0.0,2.0
"(251, 241)",1,-0.01,0,0,6.0,4.0,7.0,8.0,1,1.0,2.0,1.0,2.0,1.0,,10454.0,6.0,2.0,4.0,4.0,1.0,2.0,10.0,7.0,95.0,143.0,7.0,8.0,6.0,1.0,1.0,5.0,6.0,7.0,8.0,7.0,8.0,7.0,5.0,4.0,8.0,1.0,4.0,3.0,9.0,4.0,7.0,1.0,6.0,3.0,9.0,4.0,6.0,6.0,8.0,7.0,2.0,6.0,3.0,3.0,5.0,2.0,19.0,90.0,19.0,2.0,19.0,2.0,19.0,2.0,19.0,2.0,5.0,2.0,13.0,90.0,20.0,5.0,30.0,2.0,15.0,3.0,15.0,0.0,7.0,5.0,8.0,8.0,10.0,10.0,9.0,8.0,10.0,8.0,9.0,8.0,0,0,7.0,7.0,8.0,7.0,7.0,9.0,6.0,6.0,7.0,8.0,,5.0,7.0,6.0,5.0,4.0,0.0,2.0
"(243, 242)",1,0.31,0,1,2.0,3.0,16.0,3.0,1,1.0,2.0,3.0,3.0,3.0,,12000.0,2.0,3.0,6.0,7.0,2.0,3.0,2.0,2.0,170.0,267.0,7.0,6.0,2.0,5.0,7.0,5.0,9.0,8.0,5.0,10.0,8.0,10.0,5.0,9.0,7.0,4.0,3.0,9.0,9.0,10.0,5.0,1.0,5.0,9.0,9.0,10.0,8.0,10.0,8.0,10.0,6.0,1.0,2.0,8.0,6.0,6.0,20.0,20.0,20.0,20.0,20.0,25.0,25.0,20.0,5.0,5.0,10.0,10.0,20.0,30.0,25.0,10.0,15.0,20.0,20.0,25.0,10.0,5.0,10.0,10.0,7.0,7.0,9.0,9.0,8.0,7.0,9.0,8.0,5.0,4.0,1,1,7.0,4.0,8.0,6.0,8.0,7.0,8.0,3.0,7.0,2.0,7.0,7.0,8.0,6.0,7.0,5.0,0.0,2.0
"(244, 242)",1,0.19,0,0,2.0,3.0,8.0,3.0,1,1.0,8.0,3.0,9.0,3.0,,12000.0,2.0,3.0,5.0,7.0,3.0,3.0,7.0,2.0,191.0,267.0,5.0,6.0,2.0,5.0,10.0,5.0,8.0,8.0,6.0,10.0,4.0,10.0,9.0,9.0,1.0,4.0,3.0,9.0,13.0,10.0,9.0,1.0,8.0,9.0,9.0,10.0,3.0,10.0,4.0,10.0,3.0,1.0,1.0,8.0,5.0,6.0,20.0,20.0,20.0,20.0,20.0,25.0,10.0,20.0,10.0,5.0,20.0,10.0,20.0,30.0,20.0,10.0,10.0,20.0,20.0,25.0,20.0,5.0,10.0,10.0,7.0,7.0,10.0,9.0,7.0,7.0,10.0,8.0,10.0,4.0,0,1,8.0,3.0,5.0,6.0,7.0,6.0,5.0,5.0,3.0,9.0,1.0,5.0,4.0,7.0,2.0,5.0,0.0,2.0
"(245, 242)",1,0.73,0,0,2.0,3.0,7.0,3.0,1,1.0,1.0,3.0,6.0,3.0,2173.0,12000.0,4.0,3.0,5.0,7.0,2.0,3.0,1.0,2.0,104.0,267.0,3.0,6.0,1.0,5.0,2.0,5.0,6.0,8.0,7.0,10.0,8.0,10.0,4.0,9.0,8.0,4.0,6.0,9.0,9.0,10.0,2.0,1.0,7.0,9.0,8.0,10.0,6.0,10.0,6.0,10.0,1.0,1.0,6.0,8.0,2.0,6.0,18.0,20.0,10.0,20.0,30.0,25.0,10.0,20.0,10.0,5.0,22.0,10.0,25.0,30.0,11.0,10.0,11.0,20.0,18.0,25.0,20.0,5.0,15.0,10.0,5.0,7.0,7.0,9.0,6.0,7.0,8.0,8.0,7.0,4.0,0,0,9.0,3.0,8.0,2.0,8.0,6.0,7.0,2.0,7.0,2.0,6.0,7.0,7.0,3.0,2.0,4.0,0.0,2.0
"(246, 242)",1,0.33,0,1,2.0,3.0,10.0,3.0,1,1.0,7.0,3.0,1.0,3.0,11234.0,12000.0,1.0,3.0,7.0,7.0,6.0,3.0,2.0,2.0,244.0,267.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,8.0,5.0,10.0,5.0,10.0,3.0,9.0,2.0,4.0,6.0,9.0,8.0,10.0,8.0,1.0,9.0,9.0,9.0,10.0,8.0,10.0,9.0,10.0,5.0,1.0,2.0,8.0,3.0,6.0,35.0,20.0,20.0,20.0,10.0,25.0,20.0,20.0,10.0,5.0,5.0,10.0,40.0,30.0,5.0,10.0,5.0,20.0,30.0,25.0,15.0,5.0,5.0,10.0,7.0,7.0,8.0,9.0,6.0,7.0,7.0,8.0,6.0,4.0,1,1,8.0,4.0,7.0,8.0,7.0,8.0,7.0,6.0,5.0,,,,7.0,6.0,5.0,6.0,0.0,2.0
"(247, 242)",1,-0.01,0,0,4.0,3.0,10.0,3.0,1,1.0,1.0,3.0,1.0,3.0,200065.0,12000.0,1.0,3.0,6.0,7.0,4.0,3.0,2.0,2.0,192.0,267.0,5.0,6.0,4.0,5.0,7.0,5.0,1.0,8.0,3.0,10.0,2.0,10.0,9.0,9.0,4.0,4.0,2.0,9.0,5.0,10.0,3.0,1.0,3.0,9.0,3.0,10.0,3.0,10.0,3.0,10.0,2.0,1.0,6.0,8.0,6.0,6.0,20.0,20.0,30.0,20.0,10.0,25.0,15.0,20.0,0.0,5.0,25.0,10.0,30.0,30.0,12.0,10.0,20.0,20.0,23.0,25.0,5.0,5.0,10.0,10.0,5.0,7.0,10.0,9.0,2.0,7.0,8.0,8.0,4.0,4.0,1,0,8.0,1.0,6.0,7.0,6.0,6.0,6.0,2.0,3.0,2.0,5.0,3.0,7.0,2.0,5.0,3.0,0.0,2.0
"(248, 242)",1,0.16,0,1,6.0,3.0,8.0,3.0,1,1.0,1.0,3.0,1.0,3.0,92037.0,12000.0,1.0,3.0,4.0,7.0,1.0,3.0,7.0,2.0,184.0,267.0,7.0,6.0,1.0,5.0,8.0,5.0,7.0,8.0,5.0,10.0,1.0,10.0,8.0,9.0,6.0,4.0,8.0,9.0,6.0,10.0,3.0,1.0,7.0,9.0,7.0,10.0,4.0,10.0,7.0,10.0,6.0,1.0,1.0,8.0,6.0,6.0,25.0,20.0,15.0,20.0,20.0,25.0,20.0,20.0,15.0,5.0,5.0,10.0,20.0,30.0,15.0,10.0,15.0,20.0,25.0,25.0,20.0,5.0,5.0,10.0,5.0,7.0,6.0,9.0,8.0,7.0,8.0,8.0,8.0,4.0,1,1,8.0,5.0,7.0,3.0,7.0,6.0,6.0,7.0,6.0,10.0,5.0,3.0,8.0,7.0,5.0,6.0,0.0,2.0
"(249, 242)",1,0.27,0,0,6.0,3.0,8.0,3.0,1,1.0,2.0,3.0,7.0,3.0,,12000.0,2.0,3.0,3.0,7.0,1.0,3.0,7.0,2.0,50.0,267.0,7.0,6.0,9.0,5.0,1.0,5.0,10.0,8.0,8.0,10.0,6.0,10.0,1.0,9.0,1.0,4.0,6.0,9.0,10.0,10.0,7.0,1.0,3.0,9.0,8.0,10.0,8.0,10.0,5.0,10.0,4.0,1.0,1.0,8.0,5.0,6.0,22.0,20.0,22.0,20.0,15.0,25.0,15.0,20.0,5.0,5.0,21.0,10.0,15.0,30.0,15.0,10.0,25.0,20.0,10.0,25.0,25.0,5.0,10.0,10.0,7.0,7.0,9.0,9.0,7.0,7.0,10.0,8.0,7.0,4.0,1,0,9.0,3.0,8.0,5.0,9.0,,9.0,6.0,7.0,10.0,8.0,,9.0,4.0,7.0,5.0,0.0,1.0
"(250, 242)",1,0.67,0,1,6.0,3.0,6.0,3.0,1,1.0,1.0,3.0,1.0,3.0,,12000.0,4.0,3.0,2.0,7.0,1.0,3.0,2.0,2.0,214.0,267.0,7.0,6.0,2.0,5.0,8.0,5.0,10.0,8.0,10.0,10.0,10.0,10.0,6.0,9.0,1.0,4.0,2.0,9.0,10.0,10.0,1.0,1.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,6.0,1.0,5.0,8.0,7.0,6.0,20.0,20.0,20.0,20.0,20.0,25.0,20.0,20.0,10.0,5.0,10.0,10.0,20.0,30.0,20.0,10.0,20.0,20.0,20.0,25.0,10.0,5.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,7.0,10.0,8.0,10.0,4.0,1,1,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,9.0,8.0,7.0,7.0,7.0,9.0,6.0,0.0,2.0
"(251, 242)",1,0.44,0,1,6.0,3.0,7.0,3.0,1,1.0,2.0,3.0,2.0,3.0,,12000.0,6.0,3.0,4.0,7.0,1.0,3.0,10.0,2.0,95.0,267.0,7.0,6.0,6.0,5.0,1.0,5.0,6.0,8.0,8.0,10.0,8.0,10.0,5.0,9.0,8.0,4.0,4.0,9.0,9.0,10.0,7.0,1.0,6.0,9.0,9.0,10.0,6.0,10.0,8.0,10.0,2.0,1.0,3.0,8.0,5.0,6.0,19.0,20.0,19.0,20.0,19.0,25.0,19.0,20.0,19.0,5.0,5.0,10.0,13.0,30.0,20.0,10.0,30.0,20.0,15.0,25.0,15.0,5.0,7.0,10.0,8.0,7.0,10.0,9.0,9.0,7.0,10.0,8.0,9.0,4.0,1,1,8.0,3.0,9.0,6.0,8.0,7.0,8.0,5.0,8.0,3.0,8.0,7.0,8.0,6.0,7.0,6.0,0.0,2.0
"(273, 252)",2,0.37,0,0,2.0,3.0,10.0,13.0,1,1.0,8.0,1.0,4.0,1.0,,11910.0,2.0,1.0,5.0,6.0,2.0,2.0,2.0,2.0,248.0,120.0,6.0,4.0,1.0,3.0,5.0,3.0,7.0,8.0,7.0,7.0,4.0,6.0,8.0,7.0,1.0,4.0,3.0,9.0,2.0,9.0,5.0,2.0,7.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,3.0,9.0,2.0,2.0,5.0,10.0,30.0,0.0,25.0,25.0,18.0,25.0,18.0,25.0,4.0,25.0,5.0,0.0,17.0,20.0,15.0,5.0,23.0,20.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,10.0,9.0,5.0,9.0,7.0,9.0,7.0,10.0,0,1,4.0,6.0,8.0,6.0,8.0,7.0,7.0,6.0,6.0,5.0,3.0,2.0,6.0,6.0,2.0,8.0,0.0,2.0
"(274, 252)",2,0.47,1,1,3.0,3.0,3.0,13.0,1,1.0,3.0,1.0,3.0,1.0,,11910.0,3.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,120.0,120.0,3.0,4.0,3.0,3.0,4.0,3.0,7.0,8.0,6.0,7.0,5.0,6.0,4.0,7.0,5.0,4.0,1.0,9.0,10.0,9.0,7.0,2.0,6.0,9.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,7.0,2.0,6.0,10.0,30.0,0.0,10.0,25.0,20.0,25.0,20.0,25.0,10.0,25.0,10.0,0.0,10.0,20.0,10.0,5.0,25.0,20.0,25.0,20.0,25.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,1,1,7.0,4.0,9.0,5.0,8.0,6.0,9.0,6.0,8.0,6.0,7.0,6.0,9.0,6.0,10.0,8.0,0.0,2.0
